Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Predicted
2011-08-18,5077.95,5078.6,4932.15,4944.15,139816131,5686.22,5118.478
2011-08-19,4859.3,4893.6,4796.1,4845.65,166702431,7317.33,5086.7026
2011-08-22,4843.7,4910.05,4808.75,4898.8,123813921,5186.04,4919.125
2011-08-23,4925.15,4965.8,4863.8,4948.9,130010440,5519.36,4912.6123
2011-08-24,4934.35,4962.4,4875.3,4888.9,129410652,5241.5,4966.4404
2011-08-25,4914.65,4915.85,4825.05,4839.6,184913414,7921.11,4972.169
2011-08-26,4839.25,4872.0,4720.0,4747.8,149717732,5850.84,4929.753
2011-08-29,4806.2,4934.4,4806.05,4919.6,145125304,5576.71,4883.7886
2011-08-30,4973.25,5016.25,4927.55,5001.0,181539730,7051.77,4932.952
2011-09-02,5109.8,5113.7,4993.35,5040.0,195055967,7689.7,5013.918
2011-09-05,4998.9,5030.3,4964.45,5017.2,162898218,6359.59,5110.7036
2011-09-06,4993.35,5072.9,4942.9,5064.3,183680006,7278.0,5045.931
2011-09-07,5080.15,5154.5,5076.3,5124.65,193856202,6883.16,5071.4014
2011-09-08,5139.2,5169.25,5098.25,5153.25,140855342,6093.78,5148.9277
2011-09-09,5161.3,5163.75,5046.8,5059.45,158713071,6482.27,5171.9053
2011-09-12,4981.7,4985.6,4911.25,4946.8,135500219,5175.51,5167.449
2011-09-13,4977.8,5030.15,4911.05,4940.95,146005268,5305.87,5006.0728
2011-09-14,4965.05,5026.15,4917.4,5012.55,154276761,6416.57,5024.608
2011-09-15,5062.35,5091.45,4967.45,5075.7,153648925,5935.88,5028.2354
2011-09-16,5123.35,5143.6,5068.1,5084.25,225187238,8379.56,5087.44
2011-09-19,5068.4,5068.4,5019.25,5031.95,115737842,4042.27,5141.335
2011-09-20,5042.55,5149.9,5035.25,5140.2,146599496,5504.69,5078.1284
2011-09-21,5153.75,5168.4,5109.85,5133.25,132918171,5142.01,5140.131
2011-09-22,5054.45,5059.85,4907.75,4923.65,147608376,5675.35,5165.655
2011-09-23,4873.75,4930.25,4829.6,4867.75,205769423,7364.65,5069.843
2011-09-26,4878.6,4879.8,4758.85,4835.4,156079487,5475.64,4941.0806
2011-09-27,4905.15,4982.95,4905.15,4971.25,151313966,5284.66,4881.93
2011-09-28,5005.5,5006.05,4918.45,4945.9,166872414,6078.49,4969.8125
2011-09-29,4924.2,5034.25,4906.0,5015.45,216156088,8284.97,5005.572
2011-09-30,4990.15,5025.55,4924.3,4943.25,201962105,6764.12,5033.1045
2011-10-03,4874.4,4879.15,4823.9,4849.5,148921569,5230.17,5026.755
2011-10-04,4823.5,4869.75,4728.3,4772.15,184413296,6736.87,4894.403
2011-10-05,4791.3,4827.8,4741.0,4751.3,179140481,6385.35,4867.638
2011-10-07,4883.65,4922.6,4861.2,4888.05,198288782,6914.62,4831.228
2011-10-10,4886.85,4991.15,4882.05,4979.6,188839545,6247.21,4911.6577
2011-10-11,5019.9,5045.1,4964.0,4974.35,182038763,6386.8,4985.6675
2011-10-12,5011.2,5109.8,4997.65,5099.4,188008562,7528.09,5041.678
2011-10-13,5130.8,5136.95,5067.65,5077.85,157302816,6319.82,5103.9136
2011-10-14,5057.35,5141.4,5056.6,5132.3,157781872,6140.27,5133.9067
2011-10-17,5156.2,5160.2,5084.5,5118.25,130460983,5029.13,5139.4688
2011-10-18,5049.45,5057.5,5011.05,5037.5,125550565,5148.86,5156.042
2011-10-19,5080.45,5148.05,5075.3,5139.15,117468754,4776.09,5066.1904
2011-10-20,5086.55,5099.0,5033.95,5091.9,119333986,4582.47,5135.846
2011-10-21,5106.6,5120.75,5037.95,5049.95,109893599,4733.71,5103.777
2011-10-24,5114.7,5145.65,5084.75,5098.35,126073195,4927.43,5117.886
2011-10-25,5137.9,5211.0,5085.55,5191.6,221084588,9967.24,5142.4463
2011-10-26,5214.95,5219.25,5196.15,5201.8,27496887,1059.46,5203.8315
2011-10-28,5341.9,5399.7,5322.8,5360.7,246078412,9151.2,5217.723
2011-10-31,5358.9,5360.25,5314.6,5326.6,149483502,5937.99,5381.0703
2011-11-01,5278.6,5310.85,5238.3,5257.95,152491922,5651.67,5362.9307
2011-11-02,5216.75,5300.1,5204.95,5258.45,144375106,4918.34,5310.8164
2011-11-03,5241.55,5281.6,5201.85,5265.75,160282802,5716.17,5294.7134
2011-11-04,5325.4,5326.45,5256.8,5284.2,149015829,5401.13,5278.105
2011-11-08,5292.25,5304.25,5252.0,5289.35,120652007,4159.75,5318.589
2011-11-09,5309.7,5317.5,5211.75,5221.05,146428609,6720.83,5304.097
2011-11-11,5159.75,5198.6,5142.25,5168.85,168514208,6929.85,5313.5723
2011-11-14,5217.35,5228.9,5140.55,5148.35,134448100,5263.81,5206.7383
2011-11-15,5131.2,5158.75,5052.85,5068.5,149592578,5201.21,5221.4116
2011-11-16,5059.1,5065.2,4989.5,5030.45,161406885,5757.81,5162.819
2011-11-17,5027.1,5036.8,4919.45,4934.75,149238976,5277.65,5072.0337
2011-11-18,4899.15,4915.9,4837.95,4905.8,192274363,6481.17,5036.9272
2011-11-21,4873.8,4873.8,4764.8,4778.35,154119333,5509.53,4927.8013
2011-11-22,4794.85,4854.0,4782.55,4812.35,174212435,6275.86,4877.524
2011-11-23,4779.5,4779.5,4640.95,4706.45,178819371,6199.31,4856.497
2011-11-24,4707.55,4771.1,4639.1,4756.45,213363083,7327.52,4790.178
2011-11-25,4731.3,4767.3,4693.1,4710.05,162839558,5812.61,4773.9497
2011-11-28,4769.3,4859.1,4766.4,4851.3,145259101,4869.41,4770.1895
2011-11-29,4864.2,4866.1,4787.1,4805.1,155570321,5786.83,4850.933
2011-11-30,4766.15,4851.55,4754.8,4832.05,282217865,11393.19,4869.374
2011-12-01,4970.85,5011.9,4916.7,4936.85,183915785,6699.33,4856.734
2011-12-02,4940.85,5062.55,4918.4,5050.15,180190935,6527.43,4995.45
2011-12-05,5036.5,5055.4,5002.55,5039.15,137254409,4689.58,5060.766
2011-12-07,5050.1,5099.25,5032.25,5062.6,169428273,6005.21,5059.443
2011-12-08,5037.4,5049.05,4921.45,4943.65,178853365,6029.68,5095.7896
2011-12-09,4870.75,4918.35,4841.75,4866.7,173612823,6040.22,5055.579
2011-12-12,4906.85,4910.25,4755.55,4764.6,178338170,5926.0,4933.4805
2011-12-13,4733.6,4824.7,4728.5,4800.6,181043707,5816.38,4911.06
2011-12-14,4788.7,4839.55,4750.4,4763.25,176252160,6324.86,4836.6494
2011-12-15,4712.8,4768.65,4673.85,4746.35,200317864,6976.68,4840.465
2011-12-16,4752.5,4818.85,4628.2,4651.6,202060039,7284.93,4780.843
2011-12-19,4623.15,4623.15,4555.9,4613.1,176447660,6302.29,4815.4478
2011-12-20,4635.8,4637.25,4531.15,4544.2,195304596,6279.01,4651.0044
2011-12-21,4636.45,4707.35,4601.95,4693.15,211310871,6689.82,4636.2036
2011-12-22,4636.9,4740.6,4632.95,4733.85,170789015,6017.0,4698.955
2011-12-23,4763.2,4763.45,4693.2,4714.0,141982548,4676.75,4739.0303
2011-12-26,4718.15,4787.25,4718.15,4779.0,90847991,3034.39,4763.059
2011-12-27,4780.2,4800.5,4723.65,4750.5,104828343,3342.15,4785.377
2011-12-28,4756.2,4756.2,4685.65,4705.8,117463489,3657.52,4798.9873
2011-12-29,4681.15,4701.8,4639.05,4646.25,146003804,5137.28,4761.504
2011-12-30,4659.95,4690.45,4608.9,4624.3,113900727,3785.33,4708.1133
2012-01-02,4640.2,4645.95,4588.05,4636.75,108460668,3590.96,4691.4624
2012-01-03,4675.8,4773.1,4675.8,4765.3,146621115,5021.29,4652.635
2012-01-04,4774.95,4782.85,4728.85,4749.65,165938849,5661.16,4758.1167
2012-01-05,4749.0,4779.8,4730.15,4749.95,177862936,5873.79,4784.6455
2012-01-06,4724.15,4794.9,4686.85,4754.1,176057282,5234.69,4782.6196
2012-01-07,4755.6,4759.4,4743.05,4746.9,18783880,414.88,4793.436
2012-01-09,4747.55,4758.7,4695.45,4742.8,147534537,4548.3,4763.477
2012-01-10,4771.85,4855.9,4768.25,4849.55,201661174,6222.27,4757.804
2012-01-11,4863.15,4877.2,4841.6,4860.95,209079758,6364.0,4842.8945
2012-01-12,4840.95,4869.2,4803.9,4831.25,183068697,7271.44,4874.9185
2012-01-13,4861.95,4898.85,4834.2,4866.0,230940604,7117.5,4869.8965
2012-01-16,4844.0,4880.8,4827.05,4873.9,160479891,5297.89,4893.427
2012-01-17,4904.5,4975.55,4904.0,4967.3,223004183,7170.72,4880.6587
2012-01-18,4977.75,4980.65,4931.05,4955.8,211198796,7424.79,4961.7515
2012-01-19,4995.0,5023.8,4991.4,5018.4,203487608,6634.33,4978.174
2012-01-20,5044.85,5064.15,5004.3,5048.6,221048007,8120.35,5016.3433
2012-01-23,5025.35,5059.55,5021.35,5046.25,158177571,5934.04,5056.4297
2012-01-24,5064.8,5141.05,5049.8,5127.35,202006565,8172.43,5056.3613
2012-01-25,5151.5,5174.15,5130.25,5158.3,219175709,8156.04,5127.839
2012-01-27,5216.75,5217.0,5162.4,5204.7,215923377,7881.15,5166.763
2012-01-30,5163.55,5166.15,5076.7,5087.3,181141437,6181.32,5208.2964
2012-01-31,5125.25,5215.4,5120.15,5199.25,215770719,8075.54,5166.115
2012-02-01,5198.15,5244.6,5159.0,5235.7,234899358,8066.68,5203.9165
2012-02-02,5272.1,5289.95,5225.75,5269.9,337960651,11126.39,5236.2163
2012-02-03,5276.1,5334.85,5255.55,5325.85,217358188,7573.02,5280.717
2012-02-06,5379.45,5390.05,5327.25,5361.65,215080487,7703.06,5325.8696
2012-02-07,5412.95,5413.35,5322.95,5335.15,181194561,6797.14,5380.0063
2012-02-08,5343.8,5396.9,5325.2,5368.15,236135416,9359.98,5405.8564
2012-02-09,5343.05,5423.4,5338.9,5412.35,255306965,8143.96,5391.89
2012-02-10,5399.8,5427.75,5341.05,5381.6,225352093,7396.34,5413.888
2012-02-13,5382.1,5421.05,5351.4,5390.2,181561910,6738.0,5420.9634
2012-02-14,5380.8,5428.05,5377.95,5416.05,201409996,6693.43,5415.6006
2012-02-15,5460.6,5542.1,5460.6,5531.95,314366096,9958.28,5421.6294
2012-02-16,5513.75,5531.4,5483.75,5521.95,270060477,9053.45,5527.9463
